         SO2tota         alcohol         sulfate         SO2free         target
     -1.5126e+00     -2.7138e-01     -9.2219e-01     -9.2993e-01               1
     -2.9940e-01      5.6579e-01      1.8387e+00     -3.0153e-01               1
     -1.0132e-01      4.8968e-01     -9.2219e-01     -1.0556e+00               0
     -9.6792e-01      1.8526e-01      6.2067e-01     -8.0425e-01               0
      1.7104e-01      1.2507e+00     -5.9738e-01      1.3323e+00               1
      2.2056e-01      1.5552e+00     -6.7858e-01      2.0119e-01               1
     -1.2608e-01     -1.1917e-01     -7.5979e-01      8.9243e-01               0
     -6.9556e-01     -4.9970e-01     -4.3497e-01     -4.2721e-01               1
     -7.4508e-01     -4.3059e-02     -7.5979e-01     -4.9005e-01               1
     -2.2833e-03     -4.3059e-02     -2.7257e-01      7.5512e-02               0
     -9.6792e-01      1.7074e+00      6.2067e-01     -5.0168e-02               1
     -1.1660e+00      6.4189e-01     -9.2219e-01     -8.0425e-01               1
      1.1367e+00     -1.1085e+00      1.5951e+00      5.7823e-01               0
     -8.1936e-01      6.4189e-01     -8.4099e-01      7.5512e-02               1
      1.4833e+00     -6.5191e-01     -2.8957e-02     -1.7585e-01               0
     -2.2512e-01     -4.3059e-02      1.1891e+00      4.5255e-01               0
     -2.7464e-01      1.6313e+00     -7.5979e-01     -4.2721e-01               0
      4.4339e-01     -5.7580e-01      2.9586e-01     -4.9005e-01               0
     -1.5622e+00     -3.4748e-01      1.5139e+00     -1.4955e+00               1
      5.4243e-01      1.1746e+00     -1.0034e+00      1.3835e-01               0
     -8.6888e-01      1.0985e+00     -2.7257e-01     -4.9005e-01               1
      7.1996e-02     -4.3059e-02      5.2246e-02      1.3835e-01               1
      3.4435e-01      8.7021e-01     -1.4906e+00     -8.0425e-01               1
     -2.4988e-01      1.3268e+00     -1.0846e+00      6.4107e-01               1
     -1.7107e+00     -5.7580e-01     -8.4099e-01     -1.5583e+00               0
      1.7309e+00     -1.2608e+00     -2.7257e-01      7.0391e-01               0
      1.4090e+00      3.3047e-02     -3.5377e-01     -6.7857e-01               1
      7.9003e-01      3.3747e-01     -3.5377e-01      1.2672e-02               0
     -2.7464e-01     -7.2801e-01     -2.8957e-02     -3.0153e-01               0
      5.4243e-01     -1.6413e+00     -3.5377e-01      1.2066e+00               0
     -1.3641e+00      4.1358e-01      2.3259e+00     -1.1813e+00               0
      1.9661e+00     -1.4891e+00     -2.7257e-01      1.1438e+00               1
      7.1996e-02     -4.9970e-01      9.4548e-01     -5.5289e-01               0
     -3.9844e-01      1.6313e+00     -3.5377e-01     -4.9005e-01               1
      1.3595e+00     -9.5633e-01     -1.0034e+00      5.1539e-01               0
      1.6814e+00      4.1358e-01      5.2246e-02      1.2066e+00               0
      1.4833e+00     -1.2608e+00      5.2246e-02      2.6403e-01               0
     -2.9940e-01      7.9411e-01     -8.4099e-01     -1.1301e-01               1
      1.2357e+00     -1.7935e+00      9.4548e-01      1.3323e+00               0
     -1.2650e+00     -6.5191e-01     -1.0846e+00     -8.6709e-01               0
     -5.7176e-01      4.1358e-01      3.7706e-01      2.0119e-01               0
     -2.7464e-01      1.2507e+00     -1.2470e+00      1.3835e-01               1
     -1.9831e+00      2.0118e+00      5.2246e-02     -1.5583e+00               1
      1.7104e-01     -8.8023e-01     -5.1618e-01     -9.2993e-01               0
      1.5081e+00     -4.9970e-01      1.1891e+00      2.2749e+00               0
     -3.9844e-01      1.4030e+00     -6.7858e-01     -9.2993e-01               1
     -1.0917e+00      4.1358e-01     -1.5718e+00     -1.9982e+00               0
     -6.9556e-01      1.0985e+00     -1.2470e+00     -2.3869e-01               1
     -4.2320e-01     -4.2359e-01      2.2447e+00     -3.0153e-01               1
     -4.4796e-01      2.0118e+00     -4.3497e-01      1.2672e-02               1
     -1.5869e+00      4.8968e-01     -9.2219e-01     -5.5289e-01               0
      1.2357e+00     -1.0324e+00      1.3345e-01      1.6465e+00               0
     -2.2833e-03      8.7021e-01     -4.3497e-01      2.0119e-01               1
     -3.9844e-01      1.2507e+00     -1.5718e+00     -5.5289e-01               0
      3.4435e-01     -9.5633e-01      7.0187e-01      6.4107e-01               1
      5.9195e-01     -1.4891e+00     -1.1016e-01      2.0119e-01               0
      8.6431e-01     -1.1917e-01      2.0823e+00      4.6000e+00               1
      7.9003e-01     -1.2608e+00      7.0187e-01     -8.6709e-01               0
     -6.7080e-01     -1.2608e+00     -1.0034e+00      8.9243e-01               0
      1.0129e+00     -8.8023e-01      6.2067e-01      5.7823e-01               0
     -1.1412e+00      3.3047e-02      5.3946e-01     -1.1813e+00               1
      1.9580e-01     -1.9527e-01     -9.2219e-01     -4.2721e-01               1
     -6.2128e-01     -9.9438e-01      7.0187e-01     -1.7468e+00               0
     -1.2898e+00     -3.4748e-01      1.5139e+00     -4.2721e-01               1
      1.1119e+00     -3.4748e-01     -4.3497e-01     -5.0168e-02               0
      1.2152e-01      4.8968e-01     -1.1658e+00      1.1438e+00               1
     -1.2155e+00      6.4189e-01     -1.0846e+00     -6.7857e-01               0
     -4.2320e-01      7.1800e-01     -4.3497e-01     -1.3698e+00               1
      4.6815e-01      1.3268e+00     -4.3497e-01      5.7823e-01               1
     -1.2898e+00      1.3268e+00      1.1891e+00     -6.7857e-01               1
     -2.4988e-01      2.1640e+00     -1.3282e+00     -1.7585e-01               1
      2.4532e-01     -1.7935e+00      2.1635e+00      3.8971e-01               1
     -6.4604e-01      3.3747e-01      1.1079e+00      1.3835e-01               1
     -7.2032e-01     -1.9527e-01      6.2067e-01     -4.9005e-01               0
     -3.9844e-01     -6.5191e-01     -1.0846e+00      2.6403e-01               0
     -1.2403e+00      3.3047e-02     -5.9738e-01      7.5512e-02               1
      2.5975e+00     -1.7174e+00     -1.1016e-01      7.0391e-01               0
      1.0872e+00     -7.2801e-01     -4.3497e-01      1.2695e+00               0
      1.0872e+00      7.9411e-01     -7.5979e-01     -3.0153e-01               1
      6.4147e-01     -1.1085e+00      5.2246e-02      7.6675e-01               0
      2.7008e-01     -4.9970e-01      3.7706e-01     -3.6437e-01               0
     -1.2608e-01      1.4030e+00     -8.4099e-01      1.3952e+00               0
      7.9003e-01     -1.6413e+00     -7.5979e-01      7.0391e-01               0
      5.4243e-01     -1.5652e+00     -6.7858e-01      6.4107e-01               1
     -1.6860e+00     -4.2359e-01      9.4548e-01     -1.2441e+00               1
     -1.3641e+00     -4.9970e-01      3.7706e-01     -6.1573e-01               1
     -3.2416e-01      1.8526e-01     -6.7858e-01      3.2687e-01               1
      9.3859e-01     -1.4130e+00      2.1465e-01     -9.9277e-01               1
     -7.2032e-01     -4.2359e-01      6.2067e-01     -3.6437e-01               0
     -1.7560e-01     -1.4130e+00     -4.3497e-01     -7.4141e-01               1
      4.6815e-01      5.6579e-01     -2.7257e-01      6.4107e-01               1
     -1.3146e+00      1.3268e+00      3.7706e-01     -8.0425e-01               0
     -9.6792e-01      9.4632e-01     -2.8957e-02     -1.1813e+00               1
      6.4147e-01     -6.5191e-01     -1.9136e-01     -8.6709e-01               0
      1.0129e+00      5.6579e-01      5.2246e-02     -7.4141e-01               1
     -1.3146e+00      4.1358e-01     -9.2219e-01     -1.5583e+00               0
      8.1479e-01     -6.5191e-01      1.1079e+00      1.0181e+00               0
      1.6319e+00     -8.0412e-01      5.2246e-02      6.4107e-01               0
     -6.2128e-01     -4.9970e-01     -5.9738e-01      7.5512e-02               0
      2.0528e+00     -1.1085e+00      1.1079e+00      5.2598e+00               0
      5.4243e-01     -1.5652e+00     -6.7858e-01      6.4107e-01               1
      1.0872e+00      7.9411e-01     -7.5979e-01     -3.0153e-01               1
      1.3347e+00     -4.2359e-01      8.6428e-01      1.3835e-01               0
     -1.0917e+00      1.0915e-01      5.2246e-02      1.2672e-02               1
     -1.2608e-01     -5.7580e-01     -4.3497e-01     -5.0168e-02               0
     -5.4700e-01     -1.1917e-01     -1.9136e-01     -5.5289e-01               0
     -9.9268e-01     -5.7580e-01     -1.2470e+00     -1.2441e+00               0
      4.4339e-01     -1.1846e+00     -2.7257e-01     -1.0556e+00               0
      3.4435e-01     -1.0324e+00     -2.7257e-01     -1.5583e+00               0
      3.9387e-01     -6.5191e-01     -3.5377e-01      1.3835e-01               0
     -8.6888e-01      1.0915e-01     -5.9738e-01     -9.2993e-01               1
     -2.7043e-02      7.1800e-01      6.2067e-01     -3.6437e-01               1
      2.2477e-02     -6.5191e-01      1.6763e+00     -1.3698e+00               0
      6.1671e-01      3.3747e-01     -1.1658e+00      1.3835e-01               0
     -2.7464e-01      3.3747e-01      2.0823e+00      2.6403e-01               1
      6.4147e-01     -1.5652e+00     -1.9136e-01      8.9243e-01               1
     -2.7043e-02     -4.9970e-01      4.5826e-01     -1.0556e+00               0
     -9.4316e-01     -1.1917e-01     -2.7257e-01     -9.9277e-01               1
      2.2509e+00     -1.3369e+00      2.9586e-01      1.8979e+00               0
     -1.0132e-01     -1.6413e+00     -1.4906e+00      6.4107e-01               0
     -1.0132e-01     -4.2359e-01      1.8387e+00      7.6675e-01               1
     -1.4136e+00      1.0985e+00     -2.8957e-02     -5.5289e-01               1
      5.9195e-01     -2.7138e-01     -1.4906e+00      7.6675e-01               0
      4.1863e-01      1.0915e-01      1.5951e+00      5.1539e-01               1
     -1.2898e+00      4.1358e-01      3.7706e-01     -8.0425e-01               0
     -4.9748e-01     -1.8696e+00     -1.1016e-01     -5.0168e-02               0
     -8.1936e-01     -5.7580e-01      6.2067e-01     -1.1184e+00               0
     -1.1165e+00      1.2507e+00      1.1079e+00     -5.0168e-02               1
     -1.7560e-01      8.7021e-01     -8.4099e-01     -1.4326e+00               1
     -3.2416e-01     -2.7138e-01      3.9500e+00     -6.1573e-01               0
      4.7236e-02      3.3047e-02     -2.8957e-02     -9.9277e-01               0
     -4.9748e-01      3.3047e-02     -3.5377e-01     -3.6437e-01               1
     -1.8345e+00      7.9411e-01      2.8132e+00     -1.3698e+00               1
     -3.7368e-01     -6.5191e-01      5.3946e-01      8.2959e-01               1
      1.4833e+00     -1.1846e+00      5.2246e-02     -1.7585e-01               1
      3.6911e-01      3.3747e-01      5.3946e-01      1.7094e+00               1
     -8.1936e-01      1.1746e+00     -1.9136e-01     -6.1573e-01               1
      2.3747e+00     -1.3369e+00     -2.8957e-02      8.6101e-01               1
     -4.9748e-01      1.0915e-01      4.5826e-01      1.5208e+00               0
     -8.9364e-01      1.0915e-01     -6.7858e-01     -1.6840e+00               1
     -3.7368e-01      9.4632e-01     -5.1618e-01      7.5512e-02               1
     -2.2512e-01     -3.4748e-01     -2.7257e-01     -4.2721e-01               1
     -1.7850e+00     -3.4748e-01      3.7706e-01     -8.0425e-01               0
      1.3595e+00     -8.8023e-01      7.0187e-01      8.9243e-01               0
      1.9537e+00     -9.5633e-01     -1.3282e+00      2.6403e-01               0
     -1.0670e+00      1.7835e+00      3.7706e-01     -5.5289e-01               1
     -3.7368e-01      2.0118e+00     -3.5377e-01     -5.5289e-01               1
     -4.7272e-01      4.8968e-01      2.1465e-01     -5.5289e-01               1
     -2.7464e-01      8.7021e-01     -5.1618e-01      1.3835e-01               0
     -9.9268e-01      2.0879e+00     -7.5979e-01     -6.1573e-01               1
     -4.4796e-01      3.3047e-02     -2.7257e-01     -6.1573e-01               0
     -6.9556e-01     -2.7138e-01     -1.0034e+00     -9.9277e-01               1
      5.6719e-01     -1.6413e+00     -4.3497e-01      1.2695e+00               0
      2.5480e+00     -8.0412e-01      2.1465e-01      2.0119e-01               0
      7.9003e-01     -5.7580e-01      3.7706e-01      7.6675e-01               1
      1.9580e-01     -1.1846e+00     -2.8957e-02     -1.7585e-01               0
      1.2605e+00     -1.5652e+00      2.4071e+00      1.5837e+00               0
     -2.2512e-01      1.1746e+00     -1.4094e+00      2.6403e-01               1
     -1.0917e+00      1.2507e+00     -9.2219e-01     -1.0556e+00               1
      2.1394e+00     -6.5191e-01      8.6428e-01      3.2687e-01               0
      2.4532e-01     -8.0412e-01     -2.8957e-02      4.5255e-01               1
      2.4532e-01      3.3747e-01     -4.3497e-01     -6.1573e-01               0
      2.4532e-01      1.0224e+00     -5.9738e-01      3.2687e-01               1
      7.4051e-01      1.4030e+00     -5.1618e-01      9.5527e-01               1
     -7.6563e-02      1.4791e+00     -2.8957e-02     -9.9277e-01               1
      1.3595e+00      1.8526e-01     -1.0034e+00      1.2066e+00               1
     -5.7176e-01     -1.1085e+00     -2.7257e-01     -1.6840e+00               0
     -4.9748e-01      1.5552e+00     -5.9738e-01     -2.3869e-01               1
      9.1383e-01     -6.5191e-01      3.7706e-01      3.2687e-01               1
     -5.7176e-01      1.0915e-01      6.2067e-01     -8.6709e-01               0
     -1.5084e-01      3.3747e-01     -1.9136e-01     -1.7585e-01               0
      2.6099e+00     -1.0324e+00      8.6428e-01      9.8669e-01               0
      9.6335e-01     -3.4748e-01     -5.1618e-01      7.6675e-01               0
      8.8907e-01     -5.7580e-01     -1.0034e+00     -5.0168e-02               0
      1.6071e+00     -1.1085e+00      5.2246e-02     -3.6437e-01               1
      2.2477e-02      7.9411e-01      2.5695e+00      1.6465e+00               1
      1.9042e+00     -1.0324e+00      5.2246e-02      2.0864e+00               0
     -8.4412e-01     -7.2801e-01      6.2067e-01     -8.6709e-01               0
     -4.2320e-01      1.2507e+00     -7.5979e-01      7.5512e-02               0
     -2.2833e-03      4.1358e-01      1.6763e+00     -1.8725e+00               0
     -2.2512e-01      1.3268e+00     -2.8957e-02     -4.9005e-01               1
      1.6071e+00     -4.9970e-01     -6.7858e-01      1.2066e+00               0
      9.8811e-01     -1.4130e+00      2.6507e+00      8.9243e-01               1
     -6.4604e-01      2.0118e+00      2.9586e-01      2.6403e-01               1
     -3.7368e-01      9.4632e-01     -9.2219e-01     -1.7585e-01               1
     -2.2512e-01     -7.2801e-01      1.3345e-01     -9.2993e-01               0
      4.4339e-01      5.9090e-01      7.0187e-01      3.8971e-01               1
      2.1518e+00     -1.1846e+00      2.9586e-01      1.3952e+00               0
      1.3843e+00      4.1358e-01     -5.9738e-01      8.2959e-01               0
      1.4628e-01      1.2507e+00     -1.1016e-01     -4.9005e-01               1
     -7.6563e-02      1.0915e-01      5.3946e-01      4.5255e-01               0
     -2.0036e-01     -1.1085e+00      3.7706e-01      7.5512e-02               0
     -1.2898e+00     -6.5191e-01     -1.4906e+00     -1.1184e+00               0
     -7.6563e-02      1.0224e+00     -5.9738e-01     -1.1301e-01               0
     -1.2403e+00      1.4791e+00     -1.0846e+00     -3.0153e-01               1
      9.6756e-02      1.0915e-01     -2.7257e-01     -1.4955e+00               0
      9.6756e-02     -4.2359e-01      5.3946e-01      7.5512e-02               1
     -4.7272e-01      1.2507e+00      8.6428e-01     -2.3869e-01               1
      3.9841e+00      1.7074e+00     -5.1618e-01      1.0181e+00               0
     -6.4604e-01     -3.4748e-01     -2.7257e-01     -1.3070e+00               1
     -7.4508e-01     -1.1846e+00      5.3946e-01     -5.5289e-01               0
     -4.7272e-01     -4.3059e-02      7.0187e-01      3.2687e-01               1
     -7.9460e-01      1.0915e-01     -7.5979e-01     -3.6437e-01               0
     -9.4316e-01      1.5552e+00      1.1891e+00      7.5512e-02               1
      4.7236e-02     -1.6413e+00     -5.1618e-01     -6.1573e-01               1
     -1.4136e+00      1.8526e-01      3.7706e-01     -1.1813e+00               0
     -4.9748e-01     -4.9970e-01      2.1465e-01      2.6403e-01               1
     -3.9844e-01     -9.5633e-01      5.2246e-02     -2.3869e-01               0
      9.3859e-01     -8.8023e-01     -1.9136e-01     -1.3070e+00               0
      1.3100e+00     -1.0324e+00      4.5826e-01      1.5208e+00               0
      1.0872e+00      7.9411e-01     -7.5979e-01     -3.0153e-01               1
      4.1863e-01      1.0915e-01      1.5951e+00      5.1539e-01               1
     -2.7464e-01      3.3747e-01      2.0823e+00      2.6403e-01               1
     -2.0036e-01     -1.1917e-01     -4.3497e-01      1.0181e+00               1
     -1.0670e+00      1.0915e-01      1.5139e+00     -5.0168e-02               1
      2.2013e+00     -1.4130e+00      7.0187e-01      1.5208e+00               0
     -2.2512e-01      1.0915e-01      7.0187e-01      2.6403e-01               1
      7.1575e-01     -1.4130e+00     -3.5377e-01      1.3835e-01               0
      7.1575e-01     -1.1085e+00     -1.1016e-01     -1.7585e-01               0
      7.4051e-01     -1.7174e+00      1.5951e+00      6.4107e-01               1
     -1.3146e+00      1.4030e+00     -1.3282e+00     -4.9005e-01               0
     -6.7080e-01      1.3268e+00      8.6428e-01      1.8350e+00               1
     -5.7176e-01     -1.0324e+00     -6.7858e-01      7.5512e-02               0
      1.3100e+00     -1.0324e+00      5.3946e-01      1.1438e+00               1
     -1.7560e-01      8.7021e-01     -8.4099e-01     -1.4326e+00               1
      8.6431e-01     -8.0412e-01      5.3946e-01      1.5837e+00               0
     -4.2320e-01      8.7021e-01     -8.4099e-01     -5.0168e-02               1
     -1.1165e+00      2.3923e+00     -3.5377e-01     -1.4326e+00               0
      1.2152e-01      4.1358e-01      1.5139e+00      6.4107e-01               0
      2.7008e-01      1.0985e+00      2.1635e+00      1.0181e+00               0
      7.6527e-01      6.4189e-01      2.4071e+00      8.9243e-01               1
     -2.2833e-03      8.7021e-01     -4.3497e-01      2.0119e-01               1
      6.9099e-01     -1.6413e+00     -4.3497e-01      1.1438e+00               0
      3.9387e-01      1.0915e-01      7.8307e-01      1.2695e+00               1
     -1.2403e+00      1.0985e+00     -1.3282e+00     -5.5289e-01               0
     -5.2224e-01     -1.2608e+00     -7.5979e-01     -9.9277e-01               0
     -3.9844e-01     -1.2608e+00     -1.6530e+00     -2.3869e-01               0
      4.7236e-02     -1.6413e+00     -5.1618e-01     -6.1573e-01               1
     -2.9940e-01     -2.7138e-01      1.5139e+00      7.6675e-01               1
     -3.4892e-01      9.4632e-01     -1.2470e+00     -1.9354e+00               0
     -1.4136e+00      3.3047e-02     -1.0034e+00     -1.4326e+00               1
     -1.1165e+00      1.6313e+00     -1.8154e+00     -1.3070e+00               1
     -7.4508e-01     -1.1846e+00     -1.9136e-01     -9.9277e-01               0
      1.7104e-01     -1.1917e-01      4.5826e-01      5.7823e-01               1
     -6.2128e-01      4.8968e-01     -1.1658e+00     -1.3070e+00               0
      4.4339e-01      8.7021e-01      2.6507e+00     -9.2993e-01               1
      2.2056e-01     -1.2608e+00      1.0267e+00      8.9243e-01               0
      1.9580e-01      1.8596e+00     -8.4099e-01      7.5512e-02               1
     -1.2608e-01      3.3747e-01     -1.2470e+00      1.3835e-01               1
      4.1863e-01     -1.1846e+00     -7.5979e-01      1.8350e+00               0
     -9.9268e-01      1.3268e+00      3.7706e-01     -4.9005e-01               1
      8.6431e-01     -1.6413e+00     -4.3497e-01     -1.1301e-01               1
     -8.9364e-01     -1.1917e-01     -4.3497e-01     -1.5583e+00               0
      1.1119e+00     -8.8023e-01     -3.5377e-01      1.7722e+00               0
     -1.2650e+00      2.6136e-01      7.0187e-01     -1.3070e+00               1
      1.7104e-01     -3.4748e-01      3.7706e-01     -2.3869e-01               0
      1.9042e+00     -9.5633e-01      5.2246e-02      1.5208e+00               0
     -1.0422e+00     -5.7580e-01     -1.0034e+00     -1.3698e+00               0
     -6.9556e-01      1.7074e+00      1.1891e+00     -8.0425e-01               1
      1.4090e+00     -1.2608e+00     -5.9738e-01      5.1539e-01               0
      2.3747e+00     -1.3369e+00     -2.8957e-02      8.6101e-01               1
     -6.4604e-01      3.3747e-01      1.1079e+00      1.3835e-01               1
     -4.9748e-01      1.1746e+00     -1.4906e+00     -2.3869e-01               1
     -1.3393e+00     -4.9970e-01      3.7706e-01     -6.1573e-01               1
      1.9042e+00     -8.8023e-01      7.8307e-01      1.6465e+00               0
      1.1119e+00     -1.0324e+00      2.6507e+00      1.5208e+00               1
     -3.7368e-01     -1.1917e-01      1.1079e+00      8.9243e-01               0
     -4.4796e-01      1.0224e+00      7.0187e-01      2.0119e-01               1
     -4.7272e-01     -5.5069e-01      7.0187e-01     -2.3869e-01               1
     -1.2650e+00      1.5552e+00     -7.5979e-01     -1.4955e+00               1
     -1.7560e-01      5.6579e-01     -3.5377e-01      6.4107e-01               1
      7.6527e-01      6.4189e-01      2.4071e+00      8.9243e-01               1
      1.9661e+00     -1.4891e+00     -2.7257e-01      1.1438e+00               1
     -2.7464e-01      1.6313e+00     -7.5979e-01     -4.2721e-01               0
      1.4628e-01     -4.2359e-01      5.2246e-02     -1.1301e-01               0
      1.9785e+00     -1.2608e+00      1.1079e+00      6.4107e-01               0
     -6.4604e-01      2.0118e+00      3.1380e+00     -1.4326e+00               1
     -7.6563e-02      1.0915e-01     -2.7257e-01      8.9243e-01               1
     -3.9844e-01     -5.7580e-01     -1.1016e-01     -3.0153e-01               0
     -1.3888e+00      4.1358e-01      1.0267e+00     -9.2993e-01               0
     -7.4508e-01      1.0224e+00     -1.4094e+00      3.8971e-01               0
      1.7104e-01      1.4791e+00     -1.0846e+00     -1.7585e-01               1
     -2.2833e-03     -1.5652e+00     -1.1016e-01     -1.7585e-01               0
      1.3347e+00     -1.0324e+00      4.5826e-01     -6.7857e-01               0
     -5.4700e-01      1.0915e-01      3.7706e-01     -1.7585e-01               1
     -9.1840e-01      9.4632e-01      9.4548e-01     -1.2441e+00               0
      5.6719e-01     -1.9527e-01      3.7706e-01      7.5512e-02               0
      3.9387e-01      8.4038e-02      7.8307e-01      1.2695e+00               1
      1.9580e-01     -1.3369e+00      5.2246e-02     -5.5289e-01               0
      9.1383e-01     -1.0073e+00      5.2246e-02      2.0864e+00               0
      1.9580e-01     -6.5191e-01      6.2067e-01     -4.2721e-01               1
     -7.9460e-01     -6.5191e-01      6.2067e-01     -1.1184e+00               0
     -3.9844e-01     -9.5633e-01      5.2246e-02     -2.3869e-01               0
      4.1863e-01     -4.3059e-02      5.3946e-01      2.0119e-01               0
      1.3347e+00     -1.0324e+00     -3.5377e-01      9.5527e-01               0
      2.7008e-01     -1.1085e+00     -4.3497e-01      1.5208e+00               1
      1.4628e-01      1.3268e+00      9.4548e-01     -5.5289e-01               1
     -5.4700e-01      1.1746e+00     -6.7858e-01      5.7823e-01               0
     -1.1165e+00     -1.0324e+00     -1.0034e+00     -1.4641e+00               0
      1.1614e+00      8.7021e-01     -1.2470e+00      8.2959e-01               0
     -5.9652e-01      1.3268e+00     -1.1658e+00     -9.2993e-01               0
      2.3499e+00     -3.4748e-01     -6.7858e-01      8.9243e-01               0
     -3.9844e-01      8.7021e-01     -9.2219e-01     -1.6840e+00               1
      3.6911e-01     -1.1917e-01     -1.9136e-01     -2.3869e-01               0
     -7.2032e-01      4.8968e-01      3.4628e+00     -8.0425e-01               1
      1.1862e+00     -8.0412e-01     -1.9136e-01      1.0810e+00               0
     -7.9460e-01     -2.7138e-01      8.6428e-01     -5.0168e-02               1
      4.9291e-01      1.4030e+00     -9.2219e-01      8.2959e-01               1
     -3.4892e-01      9.4632e-01     -1.3282e+00      5.1539e-01               1
     -8.1936e-01      4.1358e-01      6.2067e-01      2.0119e-01               1
     -8.1936e-01      6.4189e-01      1.0267e+00     -2.3869e-01               0
      6.6623e-01      6.4189e-01      1.5951e+00     -1.6840e+00               0
      1.2109e+00     -8.8023e-01     -5.9738e-01      5.7823e-01               0
      2.2056e-01      4.1358e-01     -1.0034e+00      2.4006e+00               0
     -3.9844e-01     -1.0324e+00      3.7064e+00      3.2687e-01               1
      4.9291e-01      8.7021e-01      2.9756e+00      3.1547e+00               1
      1.1614e+00     -4.3059e-02     -4.3497e-01     -3.0153e-01               1
      1.2152e-01      1.0224e+00     -1.9136e-01      1.4580e+00               1
      1.3966e+00     -1.1085e+00     -9.2219e-01      2.4320e+00               0
      2.4489e+00     -6.5191e-01      1.0267e+00      6.4107e-01               0
     -4.9748e-01      1.0985e+00      1.7575e+00     -3.6437e-01               1
      3.9387e-01     -1.4130e+00     -8.4099e-01     -3.6437e-01               1
     -1.0132e-01     -1.3369e+00     -7.5979e-01     -1.8725e+00               0
     -6.9556e-01      1.1746e+00      1.5139e+00     -1.1184e+00               1
     -1.7560e-01     -8.8023e-01      5.2246e-02     -1.7585e-01               0
     -3.4892e-01     -1.1085e+00     -1.9136e-01     -1.4955e+00               0
     -8.6888e-01      1.1746e+00     -5.1618e-01     -6.1573e-01               1
      1.3843e+00     -1.2608e+00     -2.8957e-02      1.6465e+00               0
      1.7104e-01     -8.8023e-01     -2.7257e-01     -3.6437e-01               0
     -4.4796e-01     -4.2359e-01     -8.4099e-01     -5.0168e-02               1
      1.4338e+00     -1.0324e+00     -1.9136e-01      1.0810e+00               0
     -3.7368e-01      1.0915e-01     -1.0034e+00     -6.1573e-01               0
     -1.5374e+00      1.6313e+00     -9.2219e-01     -1.3070e+00               1
     -1.5084e-01      1.4791e+00     -1.0846e+00     -2.3869e-01               1
     -7.9460e-01      1.0915e-01     -7.5979e-01     -3.6437e-01               0
      4.1863e-01     -1.2608e+00     -5.9738e-01      7.6675e-01               0
      5.6719e-01     -1.4130e+00     -1.0846e+00     -1.0556e+00               0
      1.5081e+00     -1.1085e+00      9.4548e-01     -1.8097e+00               0
      1.2852e+00      8.7021e-01      1.6763e+00     -7.4141e-01               0
      4.7236e-02     -9.5633e-01     -2.8957e-02      4.5255e-01               1
     -4.7272e-01      4.8968e-01      1.3345e-01      8.2959e-01               1
      7.1996e-02     -1.9527e-01     -1.0034e+00      9.5527e-01               0
     -2.7464e-01      1.8526e-01     -1.9136e-01      7.5512e-02               1
      9.1383e-01     -8.0412e-01     -4.3497e-01      9.5527e-01               0
      9.6335e-01     -8.8023e-01      1.1891e+00      2.0119e-01               0
      1.1614e+00     -1.0324e+00      2.0823e+00      1.0181e+00               0
     -6.4604e-01     -4.3059e-02      5.3946e-01      4.5255e-01               1
      9.3859e-01     -3.4748e-01      9.4548e-01      1.9607e+00               1
     -5.7176e-01      1.5552e+00      2.3259e+00     -1.7585e-01               1
      3.9387e-01     -1.4130e+00     -8.4099e-01     -3.6437e-01               1
      7.4051e-01     -1.7174e+00      1.5951e+00      6.4107e-01               1
      1.4585e+00     -1.4130e+00     -1.1016e-01      8.9243e-01               1
     -4.7272e-01      1.0915e-01     -7.5979e-01      3.2687e-01               1
      2.7008e-01     -4.9970e-01      6.2067e-01      9.5527e-01               1
      3.4435e-01      1.8526e-01     -7.5979e-01      3.8971e-01               1
      3.9387e-01     -3.4748e-01      7.0187e-01      1.0181e+00               0
     -2.2059e+00      5.6579e-01     -7.5979e-01     -1.5583e+00               0
     -1.8345e+00     -2.7138e-01     -1.9778e+00     -1.3070e+00               0
     -1.7560e-01      4.1358e-01      1.1079e+00      5.1539e-01               0
     -2.2833e-03      3.3747e-01     -5.9738e-01      8.9243e-01               1
     -2.7043e-02     -1.9527e-01     -1.4094e+00     -3.6437e-01               1
      1.2357e+00     -1.1917e-01     -2.7257e-01     -6.7857e-01               0
     -2.7464e-01      3.3047e-02      1.1891e+00      3.2687e-01               1
      1.3595e+00     -4.3059e-02      1.1891e+00      9.5527e-01               0
      1.5328e+00     -1.5652e+00      2.0823e+00     -2.3869e-01               0
     -1.5374e+00     -1.9527e-01     -9.2219e-01     -1.4955e+00               0
     -6.7080e-01      2.3923e+00      2.7320e+00     -1.1301e-01               1
     -2.0821e+00      1.8526e-01     -1.3282e+00     -1.3070e+00               1
      2.2477e-02      1.0915e-01     -1.4094e+00     -3.6437e-01               1
     -7.9460e-01     -1.0324e+00      7.0187e-01     -1.1184e+00               0
      7.1575e-01      8.7021e-01     -9.2219e-01      3.8971e-01               1
      2.7008e-01     -9.5633e-01     -7.5979e-01     -8.6709e-01               0
     -3.9844e-01      1.0224e+00     -4.3497e-01     -1.9354e+00               0
      1.4628e-01     -8.8023e-01      5.2246e-02     -9.2993e-01               0
     -6.4604e-01      5.6579e-01     -6.7858e-01     -5.5289e-01               1
      1.5823e+00      1.0985e+00     -9.2219e-01      6.4107e-01               1
